0.003906, 0.003906, 0.861279, 0.861279
0.003906, 0.011719, 0.861279, 0.861279
0.003906, 0.019531, 0.861261, 0.861261
0.003906, 0.027344, 0.861211, 0.861211
0.003906, 0.035156, 0.861121, 0.861121
0.003906, 0.042969, 0.860993, 0.860993
0.003906, 0.050781, 0.860827, 0.860827
0.003906, 0.058594, 0.860626, 0.860626
0.003906, 0.066406, 0.860393, 0.860393
0.003906, 0.074219, 0.860129, 0.860129
0.003906, 0.082031, 0.859838, 0.859838
0.003906, 0.089844, 0.859524, 0.859524
0.003906, 0.097656, 0.859190, 0.859190
0.003906, 0.105469, 0.858839, 0.858839
0.003906, 0.113281, 0.858476, 0.858476
0.003906, 0.121094, 0.858105, 0.858105
0.003906, 0.128906, 0.857730, 0.857730
0.003906, 0.136719, 0.857355, 0.857355
0.003906, 0.144531, 0.856985, 0.856985
0.003906, 0.152344, 0.856622, 0.856622
0.003906, 0.160156, 0.856272, 0.856272
0.003906, 0.167969, 0.855937, 0.855937
0.003906, 0.175781, 0.855622, 0.855622
0.003906, 0.183594, 0.855330, 0.855330
0.003906, 0.191406, 0.855063, 0.855063
0.003906, 0.199219, 0.854824, 0.854824
0.003906, 0.207031, 0.854617, 0.854617
0.003906, 0.214844, 0.854442, 0.854442
0.003906, 0.222656, 0.854302, 0.854302
0.003906, 0.230469, 0.854198, 0.854198
0.003906, 0.238281, 0.854131, 0.854131
0.003906, 0.246094, 0.854102, 0.854102
0.003906, 0.253906, 0.854110, 0.854110
0.003906, 0.261719, 0.854155, 0.854155
0.003906, 0.269531, 0.854236, 0.854236
0.003906, 0.277344, 0.854351, 0.854351
0.003906, 0.285156, 0.854499, 0.854499
0.003906, 0.292969, 0.854676, 0.854676
0.003906, 0.300781, 0.854880, 0.854880
0.003906, 0.308594, 0.855108, 0.855108
0.003906, 0.316406, 0.855354, 0.855354
0.003906, 0.324219, 0.855614, 0.855614
0.003906, 0.332031, 0.855883, 0.855883
0.003906, 0.339844, 0.856155, 0.856155
0.003906, 0.347656, 0.856425, 0.856425
0.003906, 0.355469, 0.856687, 0.856687
0.003906, 0.363281, 0.856935, 0.856935
0.003906, 0.371094, 0.857163, 0.857163
0.003906, 0.378906, 0.857366, 0.857366
0.003906, 0.386719, 0.857539, 0.857539
0.003906, 0.394531, 0.857678, 0.857678
0.003906, 0.402344, 0.857778, 0.857778
0.003906, 0.410156, 0.857838, 0.857838
0.003906, 0.417969, 0.857853, 0.857853
0.003906, 0.425781, 0.857824, 0.857824
0.003906, 0.433594, 0.857750, 0.857750
0.003906, 0.441406, 0.857631, 0.857631
0.003906, 0.449219, 0.857468, 0.857468
0.003906, 0.457031, 0.857264, 0.857264
0.003906, 0.464844, 0.857022, 0.857022
0.003906, 0.472656, 0.856746, 0.856746
0.003906, 0.480469, 0.856440, 0.856440
0.003906, 0.488281, 0.856110, 0.856110
0.003906, 0.496094, 0.855760, 0.855760
0.003906, 0.503906, 0.855398, 0.855398
0.003906, 0.511719, 0.855028, 0.855028
0.003906, 0.519531, 0.854657, 0.854657
0.003906, 0.527344, 0.854290, 0.854290
0.003906, 0.535156, 0.853933, 0.853933
0.003906, 0.542969, 0.853591, 0.853591
0.003906, 0.550781, 0.853268, 0.853268
0.003906, 0.558594, 0.852968, 0.852968
0.003906, 0.566406, 0.852694, 0.852694
0.003906, 0.574219, 0.852449, 0.852449
0.003906, 0.582031, 0.852234, 0.852234
0.003906, 0.589844, 0.852052, 0.852052
0.003906, 0.597656, 0.851902, 0.851902
0.003906, 0.605469, 0.851784, 0.851784
0.003906, 0.613281, 0.851699, 0.851699
0.003906, 0.621094, 0.851645, 0.851645
0.003906, 0.628906, 0.851622, 0.851622
0.003906, 0.636719, 0.851629, 0.851629
0.003906, 0.644531, 0.851665, 0.851665
0.003906, 0.652344, 0.851730, 0.851730
0.003906, 0.660156, 0.851825, 0.851825
0.003906, 0.667969, 0.851954, 0.851954
0.003906, 0.675781, 0.852123, 0.852123
0.003906, 0.683594, 0.852340, 0.852340
0.003906, 0.691406, 0.852620, 0.852620
0.003906, 0.699219, 0.852981, 0.852981
0.003906, 0.707031, 0.853448, 0.853448
0.003906, 0.714844, 0.854049, 0.854049
0.003906, 0.722656, 0.854813, 0.854813
0.003906, 0.730469, 0.855765, 0.855765
0.003906, 0.738281, 0.856918, 0.856918
0.003906, 0.746094, 0.858271, 0.858271
0.003906, 0.753906, 0.859796, 0.859796
0.003906, 0.761719, 0.861438, 0.861438
0.003906, 0.769531, 0.863116, 0.863116
0.003906, 0.777344, 0.864730, 0.864730
0.003906, 0.785156, 0.866171, 0.866171
0.003906, 0.792969, 0.867342, 0.867342
0.003906, 0.800781, 0.868169, 0.868169
0.003906, 0.808594, 0.868619, 0.868619
0.003906, 0.816406, 0.868703, 0.868703
0.003906, 0.824219, 0.868473, 0.868473
0.003906, 0.832031, 0.868016, 0.868016
0.003906, 0.839844, 0.867433, 0.867433
0.003906, 0.847656, 0.866826, 0.866826
0.003906, 0.855469, 0.866282, 0.866282
0.003906, 0.863281, 0.865863, 0.865863
0.003906, 0.871094, 0.865606, 0.865606
0.003906, 0.878906, 0.865517, 0.865517
0.003906, 0.886719, 0.865586, 0.865586
0.003906, 0.894531, 0.865785, 0.865785
0.003906, 0.902344, 0.866083, 0.866083
0.003906, 0.910156, 0.866446, 0.866446
0.003906, 0.917969, 0.866844, 0.866844
0.003906, 0.925781, 0.867248, 0.867248
0.003906, 0.933594, 0.867639, 0.867639
0.003906, 0.941406, 0.868001, 0.868001
0.003906, 0.949219, 0.868320, 0.868320
0.003906, 0.957031, 0.868590, 0.868590
0.003906, 0.964844, 0.868802, 0.868802
0.003906, 0.972656, 0.868954, 0.868954
0.003906, 0.980469, 0.869042, 0.869042
0.003906, 0.988281, 0.869082, 0.869082
0.003906, 0.996094, 0.869082, 0.869082
0.011719, 0.003906, 0.861279, 0.861279
0.011719, 0.011719, 0.861279, 0.861279
0.011719, 0.019531, 0.861261, 0.861261
0.011719, 0.027344, 0.861211, 0.861211
0.011719, 0.035156, 0.861121, 0.861121
0.011719, 0.042969, 0.860993, 0.860993
0.011719, 0.050781, 0.860827, 0.860827
0.011719, 0.058594, 0.860626, 0.860626
0.011719, 0.066406, 0.860393, 0.860393
0.011719, 0.074219, 0.860129, 0.860129
0.011719, 0.082031, 0.859838, 0.859838
0.011719, 0.089844, 0.859524, 0.859524
0.011719, 0.097656, 0.859190, 0.859190
0.011719, 0.105469, 0.858839, 0.858839
0.011719, 0.113281, 0.858476, 0.858476
0.011719, 0.121094, 0.858105, 0.858105
0.011719, 0.128906, 0.857730, 0.857730
0.011719, 0.136719, 0.857355, 0.857355
0.011719, 0.144531, 0.856985, 0.856985
0.011719, 0.152344, 0.856622, 0.856622
0.011719, 0.160156, 0.856272, 0.856272
0.011719, 0.167969, 0.855937, 0.855937
0.011719, 0.175781, 0.855622, 0.855622
0.011719, 0.183594, 0.855330, 0.855330
0.011719, 0.191406, 0.855063, 0.855063
0.011719, 0.199219, 0.854824, 0.854824
0.011719, 0.207031, 0.854617, 0.854617
0.011719, 0.214844, 0.854442, 0.854442
0.011719, 0.222656, 0.854302, 0.854302
0.011719, 0.230469, 0.854198, 0.854198
0.011719, 0.238281, 0.854131, 0.854131
0.011719, 0.246094, 0.854102, 0.854102
0.011719, 0.253906, 0.854110, 0.854110
0.011719, 0.261719, 0.854155, 0.854155
0.011719, 0.269531, 0.854236, 0.854236
0.011719, 0.277344, 0.854351, 0.854351
0.011719, 0.285156, 0.854499, 0.854499
0.011719, 0.292969, 0.854676, 0.854676
0.011719, 0.300781, 0.854880, 0.854880
0.011719, 0.308594, 0.855108, 0.855108
0.011719, 0.316406, 0.855354, 0.855354
0.011719, 0.324219, 0.855614, 0.855614
0.011719, 0.332031, 0.855883, 0.855883
0.011719, 0.339844, 0.856155, 0.856155
0.011719, 0.347656, 0.856425, 0.856425
0.011719, 0.355469, 0.856687, 0.856687
0.011719, 0.363281, 0.856935, 0.856935
0.011719, 0.371094, 0.857163, 0.857163
0.011719, 0.378906, 0.857366, 0.857366
0.011719, 0.386719, 0.857539, 0.857539
0.011719, 0.394531, 0.857678, 0.857678
0.011719, 0.402344, 0.857778, 0.857778
0.011719, 0.410156, 0.857838, 0.857838
0.011719, 0.417969, 0.857853, 0.857853
0.011719, 0.425781, 0.857824, 0.857824
0.011719, 0.433594, 0.857750, 0.857750
0.011719, 0.441406, 0.857631, 0.857631
0.011719, 0.449219, 0.857468, 0.857468
0.011719, 0.457031, 0.857264, 0.857264
0.011719, 0.464844, 0.857022, 0.857022
0.011719, 0.472656, 0.856746, 0.856746
0.011719, 0.480469, 0.856440, 0.856440
0.011719, 0.488281, 0.856110, 0.856110
0.011719, 0.496094, 0.855760, 0.855760
0.011719, 0.503906, 0.855398, 0.855398
0.011719, 0.511719, 0.855028, 0.855028
0.011719, 0.519531, 0.854657, 0.854657
0.011719, 0.527344, 0.854290, 0.854290
0.011719, 0.535156, 0.853933, 0.853933
0.011719, 0.542969, 0.853591, 0.853591
0.011719, 0.550781, 0.853268, 0.853268
0.011719, 0.558594, 0.852968, 0.852968
0.011719, 0.566406, 0.852694, 0.852694
0.011719, 0.574219, 0.852449, 0.852449
0.011719, 0.582031, 0.852234, 0.852234
0.011719, 0.589844, 0.852052, 0.852052
0.011719, 0.597656, 0.851902, 0.851902
0.011719, 0.605469, 0.851784, 0.851784
0.011719, 0.613281, 0.851699, 0.851699
0.011719, 0.621094, 0.851645, 0.851645
0.011719, 0.628906, 0.851622, 0.851622
0.011719, 0.636719, 0.851629, 0.851629
0.011719, 0.644531, 0.851665, 0.851665
0.011719, 0.652344, 0.851730, 0.851730
0.011719, 0.660156, 0.851825, 0.851825
0.011719, 0.667969, 0.851954, 0.851954
0.011719, 0.675781, 0.852123, 0.852123
0.011719, 0.683594, 0.852340, 0.852340
0.011719, 0.691406, 0.852620, 0.852620
0.011719, 0.699219, 0.852981, 0.852981
0.011719, 0.707031, 0.853448, 0.853448
0.011719, 0.714844, 0.854049, 0.854049
0.011719, 0.722656, 0.854813, 0.854813
0.011719, 0.730469, 0.855765, 0.855765
0.011719, 0.738281, 0.856918, 0.856918
0.011719, 0.746094, 0.858271, 0.858271
0.011719, 0.753906, 0.859796, 0.859796
0.011719, 0.761719, 0.861438, 0.861438
0.011719, 0.769531, 0.863116, 0.863116
0.011719, 0.777344, 0.864730, 0.864730
